cnpj,razao_social,nome_fantasia,situacao_cadastral,data_situacao,motivo_situacao,data_abertura,matriz_filial,natureza_juridica,mei,simples,capital_social,porte,cnae_principal_codigo,cnae_principal_descricao,cnaes_secundarios,logradouro,numero,complemento,bairro,cep,municipio,uf,telefone1,telefone2,email,socios,ultima_atualizacao
61.900.963/0001-36,ICONI JARDIM SAO PAULO,ICONI JARDIM SAO PAULO,ATIVA,,,05/05/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ALMIRANTE NORONHA,490,COND  490 E 504,JARDIM SAO PAULO(ZONA NORTE),02043060,SAO PAULO,SP,(11) 22814200,(11) 997188082,,,
61.870.672/0001-42,CONDOMINIO RESIDENCIAL THEODORO LOIOLA,-,ATIVA,,,28/11/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DAS TUBEROSAS,78,,VILA LUCIA,03144030,SAO PAULO,SP,(11) 20924804,,,,
61.870.244/0001-10,CONDOMINIO MAJOR PALADINO - CONDOMINIO 2,CONDOMINIO MAJOR PALADINO - CONDOMINIO 2,ATIVA,,,18/06/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ALBERTO TAMER,64,,VILA RIBEIRO DE BARROS,05307005,SAO PAULO,SP,(11) 20172433,,,,
61.861.729/0001-47,CONDOMINIO MINUANOS II,-,ATIVA,,,27/05/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JOAO AMADO COUTINHO,818,,CONJUNTO RESIDENCIAL ELISIO TEIXEIRA LEITE,02815000,SAO PAULO,SP,(11) 39040497,,,,
61.854.090/0001-72,CONDOMINIO RESIDENCIAL DANTAS,CONDOMINIO RESIDENCIAL DANTAS,ATIVA,,,04/12/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DO TRABALHO,47,,VILA NOVA SAVOIA,03531010,SAO PAULO,SP,(11) 975331999,,,,
61.853.589/0001-65,CONDOMINIO CLARIS,-,ATIVA,,,30/06/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,ALAMEDA JAUAPERI,1383,,MOEMA,04523011,SAO PAULO,SP,(11) 30771080,(11) 30852200,,,
61.851.099/0004-72,CARDOSO 432,SETOR COMERCIAL,ATIVA,,,15/07/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CARDOSO DE ALMEIDA,432,SETOR COMERCIAL,PERDIZES,05013000,SAO PAULO,SP,(11) 31915000,,,,
61.851.099/0003-91,CARDOSO 432,SETOR NR (STUDIOS),ATIVA,,,15/07/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CARDOSO DE ALMEIDA,432,SETOR STUDIOS,PERDIZES,05013000,SAO PAULO,SP,(11) 31915000,,,,
61.851.099/0002-00,CARDOSO 432,SETOR RESIDENCIAL,ATIVA,,,15/07/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CARDOSO DE ALMEIDA,432,SETOR RESIDENCIAL,PERDIZES,05013000,SAO PAULO,SP,(11) 31915000,,,,
61.851.099/0001-20,CARDOSO 432,-,ATIVA,,,15/07/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CARDOSO DE ALMEIDA,432,,PERDIZES,05013000,SAO PAULO,SP,(11) 31915000,,,,
61.832.699/0001-40,CONDOMINIO MOVI SKY,-,ATIVA,,,20/05/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA SERRA DO JAPI,122,126,VILA GOMES CARDIM,03309001,SAO PAULO,SP,(11) 54611056,,,,
61.830.138/0001-02,CONDOMINIO RESIDENCIAL TUPA,CONDOMINIO RESIDENCIAL TUPA,ATIVA,,,05/10/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA TUPA,261,,JARDIM VILA FORMOSA,03460050,SAO PAULO,SP,(11) 26389571,,,,
61.828.509/0003-83,CONDOMINIO WELCONX VILA OLIMPIA,WELCONX VILA OLIMPIA NR,ATIVA,,,07/07/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA DOUTOR CARDOSO DE MELO,714,1,VILA OLIMPIA,04548003,SAO PAULO,SP,(11) 37598100,,,,
61.828.509/0002-00,CONDOMINIO WELCONX VILA OLIMPIA,WELCONX VILA OLIMPIA RESIDENCIAL,ATIVA,,,07/07/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA DOUTOR CARDOSO DE MELO,714,,VILA OLIMPIA,04548003,SAO PAULO,SP,(11) 37598100,,,,
61.828.509/0001-11,CONDOMINIO WELCONX VILA OLIMPIA,WELCONX VILA OLIMPIA CENTRAL,ATIVA,,,07/07/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA DOUTOR CARDOSO DE MELO,714,,VILA OLIMPIA,04548003,SAO PAULO,SP,(11) 37598100,,,,
61.809.179/0004-60,NEX ONE VILA NOVA,SUBCONDOMINIO - RESIDENCIAL,ATIVA,,,14/07/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA SANTO AMARO,1386,SETOR RESIDENCIAL,VILA NOVA CONCEICAO,04506001,SAO PAULO,SP,(11) 31915000,,,,
61.809.179/0003-89,NEX ONE VILA NOVA,SUBCONDOMINIO - FACHADA ATIVA,ATIVA,,,14/07/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA SANTO AMARO,1386,SETOR FACHADA ATIVA,VILA NOVA CONCEICAO,04506001,SAO PAULO,SP,(11) 31915000,,,,
61.809.179/0002-06,NEX ONE VILA NOVA,SUBCONDOMINIO - CORPORATIVO,ATIVA,,,14/07/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA SANTO AMARO,1386,SETOR CORPORATIVO,VILA NOVA CONCEICAO,04506001,SAO PAULO,SP,(11) 30915000,,,,
61.809.179/0001-17,NEX ONE VILA NOVA,-,ATIVA,,,14/07/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA SANTO AMARO,1386,,VILA NOVA CONCEICAO,04506001,SAO PAULO,SP,(11) 31915000,,,,
61.800.309/0001-50,CONDOMINIO EDIFICIO PARK SANTANA,CONDOMINIO PARK SANTANA,ATIVA,,,28/04/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOUTOR OLAVO EGIDIO,599,,SANTANA,02037001,SAO PAULO,SP,(11) 22352443,,,,
61.800.255/0001-23,CONNECT SAO MATEUS,-,ATIVA,,,17/03/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ANDRE DE ALMEIDA,2665,,PARQUE COLONIAL,03968005,SAO PAULO,SP,(11) 31915000,,,,
61.799.347/0001-30,CONDOMINIO POP ART JACANA,CONDOMINIO POP ART JACANA,ATIVA,,,03/07/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA BENJAMIN PEREIRA,262,COND,JACANA,02274000,SAO PAULO,SP,(11) 22671111,,,,
61.790.685/0001-01,CONJUNTO HABITACIONAL GUAICURI - CONDOMINIO P5A,CONDOMINIO RESIDENCIAL PRIMAVERA,ATIVA,,,14/06/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ALEXANDRE KIPNIS,362,,VILA MISSIONARIA,04430110,SAO PAULO,SP,(11) 30376467,,,,
61.789.401/0001-67,RESIDENCIAL VERA CRUZ E COMERCIAL VERA CRUZ TUCURUVI,RESIDENCIAL VERA CRUZ E COMERCIAL VERA CRUZ TUCURUVI,ATIVA,,,22/05/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA BENEVENUTO JORDAO,254,,VILA MEDEIROS,02204020,SAO PAULO,SP,(11) 23730142,,,,
61.789.082/0004-32,HAUS MITRE JARDINS,HAUS MITRE JARDINS STUDIOS,ATIVA,,,30/06/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ITAPEVA,346,,BELA VISTA,01332000,SAO PAULO,SP,(11) 21313551,(11) 21313511,,,
61.789.082/0003-51,HAUS MITRE JARDINS,HAUS MITRE JARDINS LOJA,ATIVA,,,30/06/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ITAPEVA,354,,BELA VISTA,01332000,SAO PAULO,SP,(11) 50903400,,,,
61.789.082/0002-70,HAUS MITRE JARDINS,HAUS MITRE JARDINS RESIDENCIAL,ATIVA,,,30/06/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ITAPEVA,350,,BELA VISTA,01332000,SAO PAULO,SP,(11) 50903400,,,,
61.789.082/0001-90,HAUS MITRE JARDINS,RADISSON ITAPEVA,ATIVA,,,30/06/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ITAPEVA,342,SETOR STUDIOS 342         SETOR LOJA2 346           SETOR RESID 350           SETOR LOJA1 354,BELA VISTA,01332000,SAO PAULO,SP,(11) 50903400,,,,
61.786.049/0001-06,MUNDO APTO JABAQUARA,-,ATIVA,,,24/06/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOS JATOBAS,44,,VILA PARQUE JABAQUARA,04349010,SAO PAULO,SP,(11) 31915000,,,,
61.781.265/0001-69,RESIDENCIAL LOZZO DI CADORE,CONDOMINIO RESIDENCIAL LOZZO DI CADORE,ATIVA,,,28/03/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA WALDEMAR MANCINI,332,COND,ITAQUERA,08295290,SAO PAULO,SP,(11) 47993634,(11) 47222025,,,
61.777.571/0001-21,VIBRA ESTACAO CAMPO BELO,-,ATIVA,,,17/06/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JOSE DOS SANTOS JUNIOR,144,146,CAMPO BELO,04609010,SAO PAULO,SP,(11) 31452711,,,,
61.748.242/0001-52,EDIFICIO RESIDENCIAL NEW WORLD PARK,-,ATIVA,,,07/10/2022,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA HEROI DA FORCA EXPEDICIONARIA BRASILEIRA,27,,PARQUE NOVO MUNDO,02188040,SAO PAULO,SP,(11) 31130333,,,,
61.745.870/0001-84,CONDOMINIO RESIDENCIAL ALMEIDA BRANDAO,-,ATIVA,,,13/06/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ALMEIDA BRANDAO,383,,VILA GUILHERMINA,03545000,SAO PAULO,SP,(11) 970914024,,,,
61.745.244/0001-98,CONDOMINIO EDIFICIO AIMBERE,-,ATIVA,,,17/04/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA AIMBERE,1236,,PERDIZES,05018011,SAO PAULO,SP,(11) 975572266,(11) 983247134,,,
61.731.211/0001-99,EDIFICIO PALAZZO GRIMALDI,-,ATIVA,,,16/06/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA HELIO PELLEGRINO,600,,VILA NOVA CONCEICAO,04513100,SAO PAULO,SP,(11) 31463900,,,,
61.724.147/0001-19,EDIFICIO RESIDENCIAL FIDALGA,-,ATIVA,,,30/05/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA FIDALGA,330,,PINHEIROS,05432000,SAO PAULO,SP,(11) 38956018,,,,
61.700.768/0001-62,RESIDENCIAL GANGES,RESIDENCIAL GANGES,ATIVA,,,11/12/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA GANGES,316,,VILA CARRAO,03445030,SAO PAULO,SP,(11) 22170084,,,,
61.695.526/0001-28,CONDOMINIO CYRELA FOR YOU PERDIZES,-,ATIVA,,,05/05/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOUTOR HOMEM DE MELO,390,,PERDIZES,05007001,SAO PAULO,SP,(11) 31463900,,,,
61.689.968/0001-61,CONDOMINIO RESIDENCIAL RAIMUNDO MATTIUZZO,CONDOMINIO RESIDENCIAL RAIMUNDO MATTIUZZO,ATIVA,,,08/01/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA RAIMUNDO MATTIUZZO,451,,VILA ARAGUAIA,03735000,SAO PAULO,SP,(11) 20923886,,,,
61.688.532/0004-09,CONDOMINIO CAPOTE 210,SETOR CORPORATIVO,ATIVA,,,23/01/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CAPOTE VALENTE,210,COND  SETOR CORPORATIVO,PINHEIROS,05409000,SAO PAULO,SP,(11) 38132411,,,,
61.688.532/0003-10,CONDOMINIO CAPOTE 210,SETOR COMERCIAL,ATIVA,,,23/01/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CAPOTE VALENTE,210,COND  SETOR COMERCIAL,PINHEIROS,05409000,SAO PAULO,SP,(11) 38132411,,,,
61.688.532/0002-39,CONDOMINIO CAPOTE 210,SETOR RESIDENCIAL,ATIVA,,,23/01/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CAPOTE VALENTE,210,,PINHEIROS,05409000,SAO PAULO,SP,(11) 38132411,,,,
61.688.532/0001-58,CONDOMINIO CAPOTE 210,-,ATIVA,,,23/01/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CAPOTE VALENTE,210,,PINHEIROS,05409000,SAO PAULO,SP,(11) 38132411,,,,
61.684.720/0001-08,CONDOMINIO RESIDENCIAL LIVE MOBY CARMOSINA,CONDOMINIO RESIDENCIAL LIVE MOBY CARMOSINA,ATIVA,,,20/06/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOUTOR AURELIANO BARREIROS,324,,ITAQUERA,08210450,SAO PAULO,SP,(11) 59903989,,,,
61.681.726/0001-21,CONDOMINIO RESIDENCIAL ITALA,CONDOMINIO RESIDENCIAL ITALA,ATIVA,,,30/07/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ITALA,172,,VILA ISOLINA MAZZEI,02079010,SAO PAULO,SP,(11) 31046223,,,,
61.678.797/0003-37,UNIQUE GREEN - PARQUE TORONTO,SUBCONDOMINIO 1 - EMERALD,ATIVA,,,22/04/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA OCRISIA,100,COND  EMERALD,CITY AMERICA,05101100,SAO PAULO,SP,(11) 31452711,,,,
61.678.797/0002-56,UNIQUE GREEN - PARQUE TORONTO,SUBCONDOMINIO 2 - TOURMALINE,ATIVA,,,22/04/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA OCRISIA,100,COND  TOURMALINE,CITY AMERICA,05101100,SAO PAULO,SP,(11) 31452711,,,,
61.678.797/0001-75,UNIQUE GREEN - PARQUE TORONTO,-,ATIVA,,,22/04/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA OCRISIA,100,,CITY AMERICA,05101100,SAO PAULO,SP,(11) 31452711,,,,
61.676.591/0001-06,CONDOMINIO RESIDENCIAL AL MANARA II,CONDOMINIO RESIDENCIAL AL MANARA II,ATIVA,,,21/02/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JORGE MOREIRA DE SOUSA,141,,JARDIM SAO VICENTE,08021610,SAO PAULO,SP,(11) 16896623,,,,
61.675.871/0004-42,HAUS MITRE RESERVA VILA MARIANA,SETOR STUDIOS,ATIVA,,,02/07/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DONA ANA,7,SETOR STUDIOS,VILA MARIANA,04111070,SAO PAULO,SP,(11) 31915000,,,,
61.675.871/0003-61,HAUS MITRE RESERVA VILA MARIANA,SETOR COMERCIAL,ATIVA,,,02/07/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DONA ANA,7,SETOR COMERCIAL,VILA MARIANA,04111070,SAO PAULO,SP,(11) 31915000,,,,
61.675.871/0002-80,HAUS MITRE RESERVA VILA MARIANA,SETOR RESIDENCIAL,ATIVA,,,02/07/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DONA ANA,7,SETOR RESIDENCIAL,VILA MARIANA,04111070,SAO PAULO,SP,(11) 31915000,,,,
61.675.871/0001-08,HAUS MITRE RESERVA VILA MARIANA,-,ATIVA,,,02/07/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DONA ANA,7,,VILA MARIANA,04111070,SAO PAULO,SP,(11) 31915000,,,,
61.651.067/0001-80,RESIDENCIAL HELBOR JARDINS POR ARTEFACTO,-,ATIVA,,,26/05/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,ALAMEDA LORENA,1717,1705 1721 1731,JARDIM PAULISTA,01424007,SAO PAULO,SP,(11) 30744266,,,,
61.648.821/0001-23,CONDOMINIO HDR I,HDR I,ATIVA,,,23/01/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA MARECHAL EURICO GASPAR DUTRA,1630,,SANTANA,02239010,SAO PAULO,SP,(11) 29827100,(11) 29827109,,,
61.646.042/0001-99,INFLUENCE IPIRANGA - CONDOMINIO TRIUNFO IPIRANGA,TRIUNFO IPIRANGA,ATIVA,,,05/06/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA PRESIDENTE WILSON,3350,,PARQUE DA MOOCA,03107002,SAO PAULO,SP,(11) 50903400,,,,
61.624.871/0001-70,CONDOMINIO RESIDENCIAL BANDEIRA IV,RESIDENCIAL BANDEIRA IV,ATIVA,,,24/02/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA IMPATA,408,,VILA RE,03663010,SAO PAULO,SP,(11) 43783586,,,,
61.619.023/0001-73,CONDOMINIO EDIFICIO PHILOMENA,-,ATIVA,,,03/10/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CAPOTE VALENTE,1451,TERREO1449,PINHEIROS,05409003,SAO PAULO,SP,(11) 41270966,,,,
61.617.008/0001-96,CONDOMINIO NIK PARADISO,-,ATIVA,,,15/05/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA VERGUEIRO,1825,,VILA MARIANA,04101000,SAO PAULO,SP,(11) 38233531,,,,
61.602.468/0001-40,CIDADE MOOCA - VILA SARDENHA,-,ATIVA,,,12/06/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA PRESIDENTE WILSON,82,,MOOCA,03107000,SAO PAULO,SP,(11) 31915000,,,,
61.595.692/0001-52,RESIDENCIAL MAIA,-,ATIVA,,,08/04/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA PEDRO VOSS,294,,VILA CARRAO,03437000,SAO PAULO,SP,(11) 37774623,,,,
61.593.089/0001-31,METROCASA SAUDE,-,ATIVA,,,25/06/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CALOGERO CALIA,593,,VILA SANTO ESTEFANO,04152101,SAO PAULO,SP,(11) 54611056,,,,
61.590.401/0001-33,RESIDENCIAL MAESTRO,-,ATIVA,,,02/04/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA MAESTRO ERNESTO LAHOS,148,,CIDADE PATRIARCA,03552140,SAO PAULO,SP,(11) 54992549,,,,
61.586.147/0001-08,CONDOMINIO RESIDENCIAL EDWIRGES,-,ATIVA,,,04/10/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ZELIA RAMOS DA COSTA,110,,VILA NOVA MANCHESTER,03440020,SAO PAULO,SP,(11) 47507247,,,,
61.574.193/0002-60,CONDOMINIO LATITUDE CAMPO BELO,SETOR RESIDENCIAL,ATIVA,,,18/06/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CONSTANTINO DE SOUSA,533,,CAMPO BELO,04605001,SAO PAULO,SP,(11) 38233531,,,,
61.574.193/0001-89,CONDOMINIO LATITUDE CAMPO BELO,-,ATIVA,,,18/06/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DEMOSTENES,684,,CAMPO BELO,04614013,SAO PAULO,SP,(11) 38233531,,,,
61.570.723/0001-10,CONDOMINIO RESIDENCIAL CAPRI,CONDOMINIO RESIDENCIAL CAPRI,ATIVA,,,13/06/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA TRAPICHEIRO,42,,VILA CARRAO,03441030,SAO PAULO,SP,(11) 40803882,,,,
61.570.165/0001-93,LIVING HEREDITA ALTO DO IPIRANGA,CONDOMINIO LIVING HEREDITA ALTO DO IPIRANGA,ATIVA,,,16/04/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA MARQUES OLINDA,125,129,VILA DOM PEDRO I,04277000,SAO PAULO,SP,(11) 31712299,(11) 32847600,,,
61.569.921/0001-64,RESIDENCIAL BRISE MASCOTE,-,ATIVA,,,12/06/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA GUSTAVO DA SILVEIRA,320,,VILA SANTA CATARINA,04376004,SAO PAULO,SP,(11) 30744266,,,,
61.565.000/0002-04,CONDOMINIO HABITAT SANTA CECILIA,HABITAT SANTA CECILIA NR MORADIA,ATIVA,,,05/06/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,ALAMEDA BARAO DE LIMEIRA,823,,CAMPOS ELISEOS,01202003,SAO PAULO,SP,(11) 27977600,,,,
61.565.000/0001-23,CONDOMINIO HABITAT SANTA CECILIA,-,ATIVA,,,05/06/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,ALAMEDA BARAO DE LIMEIRA,823,,CAMPOS ELISEOS,01202003,SAO PAULO,SP,(11) 27977600,,,,
61.554.995/0001-27,CONDOMINIO MAJOR PALADINO - CONDOMINIO 1,MAJOR PALADINO CONDOMINIO 1,ATIVA,,,28/04/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA MAJOR PALADINO,731,,VILA RIBEIRO DE BARROS,05307001,SAO PAULO,SP,(11) 20172433,,,,
61.549.923/0001-91,"CONDOMINIO DO CONJUNTO HABITACIONAL SP - BRASILANDIA B, QUADRA M, LOTE 10",CONDOMINIO RESIDENCIAL DOS MANACAS,ATIVA,,,06/02/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ILHA DE ITAPARICA,46,,JARDIM PAULISTANO (ZONA NORTE),02813074,SAO PAULO,SP,(11) 38044245,,,,
61.542.423/0001-28,CONDOMINIO RESIDENCIAL VARANDAS PARANACITY,-,ATIVA,,,25/06/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA PARANACITY,754,,PARQUE PAULISTANO,08080360,SAO PAULO,SP,(11) 991346776,,,,
61.538.026/0001-82,RESIDENCIAL VARANDAS DE ICAMAQUA,-,ATIVA,,,08/02/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ICAMAQUA,84,,TREMEMBE,02376010,SAO PAULO,SP,(11) 29051804,,,,
