cnpj,razao_social,nome_fantasia,situacao_cadastral,data_situacao,motivo_situacao,data_abertura,matriz_filial,natureza_juridica,mei,simples,capital_social,porte,cnae_principal_codigo,cnae_principal_descricao,cnaes_secundarios,logradouro,numero,complemento,bairro,cep,municipio,uf,telefone1,telefone2,email,socios,ultima_atualizacao
58.455.039/0001-83,MAX JARDIM SAO PAULO,MAX JARDIM SAO PAULO,ATIVA,,,23/10/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA LEONCIO DE MAGALHAES,899,PEDRO  MADUREIRA 508,JARDIM SAO PAULO(ZONA NORTE),02042010,SAO PAULO,SP,(11) 27977600,,,,
58.453.243/0001-65,CONDOMINIO METROCASA GIOVANNI GRONCHI,CONDOMINIO METROCASA GIOVANNI GRONCHI,ATIVA,,,29/11/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ISAIAS BRANCO DE ARAUJO,109,,VILA DAS BELEZAS,05841150,SAO PAULO,SP,(11) 27977600,,,,
58.447.054/0001-80,CONDOMINIO RESIDENCIAL BELA ARENA,-,ATIVA,,,19/02/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA SENADOR GEORGINO AVELINO,363,,ITAQUERA,08295370,SAO PAULO,SP,(11) 40206080,,,,
58.444.140/0001-39,CONDOMINIO EDIFICIO BELLO DENTISTA BARRETO,CONDOMINIO EDIFICIO BELLO DENTISTA BARRETO,ATIVA,,,30/09/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DENTISTA BARRETO,1009,,VILA CARRAO,03420000,SAO PAULO,SP,(11) 29423222,,,,
58.439.755/0001-77,CONDOMINIO NEOCONX GUILHERMINA,CONDOMINIO NEOCONX GUILHERMINA,ATIVA,,,05/11/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA ANTONIO ESTEVAO DE CARVALHO,1214,,CIDADE PATRIARCA,03540100,SAO PAULO,SP,(11) 27977600,,,,
58.436.608/0001-43,CONDOMINIO RESIDENCIAL PRIMAVERA,-,ATIVA,,,27/08/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA OLHO D'AGUA DO BORGES,762,,VILA SILVIA,03820000,SAO PAULO,SP,(11) 984526395,,,,
58.424.270/0003-71,CONDOMINIO YBY,SETOR NAO RESIDENCIAL,ATIVA,,,25/07/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA ONZE DE JUNHO,1250,,VILA CLEMENTINO,04041004,SAO PAULO,SP,(11) 31915000,,,,
58.424.270/0002-90,CONDOMINIO YBY,SETOR RESIDENCIAL,ATIVA,,,25/07/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOUTOR BACELAR,780,,VILA CLEMENTINO,04026001,SAO PAULO,SP,(11) 31915000,,,,
58.424.270/0001-00,CONDOMINIO YBY,-,ATIVA,,,25/07/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOUTOR BACELAR,780,,VILA CLEMENTINO,04026001,SAO PAULO,SP,(11) 31915000,,,,
58.421.545/0001-51,MARAJOARA CLUB HOUSE,-,ATIVA,,,19/08/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JOSE HOMERO ROXO,121,,CAMPININHA,04678105,SAO PAULO,SP,(11) 31915000,,,,
58.419.675/0001-50,RESIDENCIAL APRILE IX,RESIDENCIAL APRILE IX,ATIVA,,,18/04/2022,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOUTOR LUIZ FERREIRA DE LEMOS,125,,PARQUE BOTURUSSU,03803010,SAO PAULO,SP,(11) 43305108,,,,
58.415.404/0001-26,CONDOMINIO RESIDENCIAL SAO GABRIEL,-,ATIVA,,,24/10/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA GUIRA,225,,CIDADE ANTONIO ESTEVAO DE CARVALHO,08223100,SAO PAULO,SP,(11) 965843526,,,,
58.413.251/0001-88,VIVAZ PRIME JOAO DE LUCA,VIVAZ PRIME JOAO DE LUCA,ATIVA,,,08/10/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA GUILHERME GAMA,65,,JARDIM SANTO ANTONINHO,04368120,SAO PAULO,SP,(11) 32345555,,,,
58.411.589/0001-09,CONDOMINIO VILA 11CAPOTE VALENTE,CONDOMINIO VILA 11CAPOTE VALENTE,ATIVA,,,18/11/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CAPOTE VALENTE,1430,,PINHEIROS,05409003,SAO PAULO,SP,(11) 27977600,,,,
58.404.852/0005-58,CONDOMINIO ARBO ALTO DE PINHEIROS,SETOR SALAS COMERCIAIS,ATIVA,,,27/09/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CERRO CORA,2235,SETOR SALAS COMERCIAIS,VILA ROMANA,05061450,SAO PAULO,SP,(11) 31915000,,,,
58.404.852/0004-77,CONDOMINIO ARBO ALTO DE PINHEIROS,SETOR SERVICO DE MORADIA,ATIVA,,,27/09/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CERRO CORA,2235,,VILA ROMANA,05061450,SAO PAULO,SP,(11) 31915000,,,,
58.404.852/0003-96,CONDOMINIO ARBO ALTO DE PINHEIROS,SETOR RESIDENCIAL,ATIVA,,,27/09/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA COELHO DE CARVALHO,365,,ALTO DA LAPA,05468020,SAO PAULO,SP,(11) 31915000,,,,
58.404.852/0002-05,CONDOMINIO ARBO ALTO DE PINHEIROS,SETOR COMERCIAL,ATIVA,,,27/09/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CERRO CORA,2207,,VILA ROMANA,05061450,SAO PAULO,SP,(11) 31915000,,,,
58.404.852/0001-24,CONDOMINIO ARBO ALTO DE PINHEIROS,-,ATIVA,,,27/09/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA COELHO DE CARVALHO,365,,ALTO DA LAPA,05468020,SAO PAULO,SP,(11) 31915000,,,,
58.398.735/0004-48,TUCUNA 250,SUBCONDOMINIO TUCUNA 250,ATIVA,,,28/10/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA TUCUNA,250,,PERDIZES,05021010,SAO PAULO,SP,(11) 31915000,,,,
58.398.735/0003-67,TUCUNA 250,SUBCONDOMINIO CORAZ MALL,ATIVA,,,28/10/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA PADRE CHICO,313,,PERDIZES,05008010,SAO PAULO,SP,(11) 31915000,,,,
58.398.735/0002-86,TUCUNA 250,SUBCONDOMINIO CORAZ STUDIOS,ATIVA,,,28/10/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA PADRE CHICO,321,,PERDIZES,05008010,SAO PAULO,SP,(11) 31915000,,,,
58.398.735/0001-03,TUCUNA 250,-,ATIVA,,,28/10/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA TUCUNA,250,,PERDIZES,05021010,SAO PAULO,SP,(11) 31915000,,,,
58.395.064/0001-19,CONDOMINIO RESIDENCIAL FALCHI GIANINI 42,CONDOMINIO RESIDENCIAL FALCHI GIANINI 42,ATIVA,,,19/06/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA FALCHI GIANINI,42,,VILA PRUDENTE,03136040,SAO PAULO,SP,(11) 976855867,,,,
58.392.455/0001-80,CONDOMINIO RESIDENCIAL PASTEUR,CONDOMINIO PASTEUR,ATIVA,,,21/08/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA PASTEUR,193,,VILA NOVA SAVOIA,03531000,SAO PAULO,SP,(11) 29431195,,,,
58.376.189/0004-44,CONDOMINIO HARMONIA DA VILA 1201,COND.HARMONIA DA VILA 1201 SUBCONDOMINIO OFFICE E LOJAS,ATIVA,,,08/11/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA HARMONIA,1201,OFFICE E LOJAS,SUMAREZINHO,05435001,SAO PAULO,SP,(11) 31451322,,,,
58.376.189/0003-63,CONDOMINIO HARMONIA DA VILA 1201,COND.HARMONIA DA VILA 1201 SUBCONDOMINIO RESIDENCE,ATIVA,,,08/11/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA HARMONIA,1201,RESIDENCE,SUMAREZINHO,05435001,SAO PAULO,SP,(11) 31451322,,,,
58.376.189/0002-82,CONDOMINIO HARMONIA DA VILA 1201,COND.HARMONIA DA VILA 1201 SUBCONDOMINIO ESTUDIOS,ATIVA,,,29/11/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA HARMONIA,1201,ESTUDIOS,SUMAREZINHO,05435001,SAO PAULO,SP,(11) 31451322,,,,
58.376.189/0001-00,CONDOMINIO HARMONIA DA VILA 1201,-,ATIVA,,,08/11/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA HARMONIA,1201,,SUMAREZINHO,05435001,SAO PAULO,SP,(11) 31451322,,,,
58.374.742/0001-67,CONJUNTO HABITACIONAL GUAICURI - CONDOMINIO P1D,CONDOMINIO RESIDENCIAL VIOLETA,ATIVA,,,02/11/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA ANTONIO VIEIRA MARCONDES,381,,PARQUE PRIMAVERA,04467140,SAO PAULO,SP,(11) 983627345,,,,
58.370.253/0001-37,VIBE VILA OLIMPIA,-,ATIVA,,,28/10/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ALVORADA,616,,VILA OLIMPIA,04550003,SAO PAULO,SP,(11) 31915000,,,,
58.370.055/0003-35,CONDOMINIO PAES LEME,SUBCONDOMINIO COMERCIAL SEISA LUX,ATIVA,,,28/08/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA AMARO CAVALHEIRO,333,ACESSO RUA PAES LEME      291,PINHEIROS,05425011,SAO PAULO,SP,(11) 31653165,,,,
58.370.055/0002-54,CONDOMINIO PAES LEME,SUBCONDOMINIO RESIDENCIAL LAURA,ATIVA,,,28/08/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA AMARO CAVALHEIRO,333,291,PINHEIROS,05425011,SAO PAULO,SP,(11) 27977600,,,,
58.370.055/0001-73,CONDOMINIO PAES LEME,CONDOMINIO PAES LEME,ATIVA,,,28/08/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA AMARO CAVALHEIRO,291,,PINHEIROS,05425011,SAO PAULO,SP,(11) 27977600,,,,
58.370.005/0001-96,CONDOMINIO RESIDENCIAL GREEN GARDEN,-,ATIVA,,,28/12/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA PEDRO CACUNDA,620,,JARDIM SAO PAULO(ZONA NORTE),02046090,SAO PAULO,SP,(11) 965857577,,,,
58.364.133/0001-27,RESIDENCIAL ATOS RIBEIRO,RESIDENCIAL ATOS RIBEIRO,ATIVA,,,24/08/2022,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ATOS RIBEIRO,70,,VILA GERMINAL,02275180,SAO PAULO,SP,(11) 29714610,(11) 992817992,,,
58.356.661/0001-34,RESIDENCIAL VISTA CAURE,RESIDENCIAL VISTA CAURE,ATIVA,,,13/10/2022,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CAURE,198,,VILA MAZZEI,02310140,SAO PAULO,SP,(11) 36996493,,,,
58.355.415/0001-68,CONDOMINIO RESIDENCIAL ARNALDO PEDROSO D HORTA,-,ATIVA,,,26/08/2022,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ARNALDO PEDROSO D'HORTA,344,,VILA ELZE,03254000,SAO PAULO,SP,(11) 970914024,,,,
58.354.265/0001-78,ATTITUDE HOME & OFFICE,ATTITUDE HOME & OFFICE,ATIVA,,,30/10/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA TAGIPURU,69,,BARRA FUNDA,01156000,SAO PAULO,SP,(11) 31712299,(11) 32847600,,,
58.353.529/0001-79,RESIDENCIAL GUILHERMINA,-,ATIVA,,,05/11/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA GIL RIBEIRO,176,,VILA GUILHERMINA,03544000,SAO PAULO,SP,(11) 27811786,,,,
58.349.924/0001-88,RESIDENCIAL VALENTINA,-,ATIVA,,,27/09/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ASSIS VALENTE,01,,VILA GUILHERMINA,03543020,SAO PAULO,SP,(11) 27742534,,,,
58.345.680/0001-65,CONDOMINIO UPPER WEST PERDIZES,UPPER WEST PERDIZES,ATIVA,,,28/10/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA MINERVA,254,,PERDIZES,05007031,SAO PAULO,SP,(11) 38710358,(11) 38683572,,,
58.340.828/0001-79,CONDOMINIO BIOMA,-,ATIVA,,,09/10/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CLODOMIRO AMAZONAS,121,,VILA NOVA CONCEICAO,04537010,SAO PAULO,SP,(11) 37455227,,,,
58.339.430/0001-12,CONDOMINIO VALENTE,CONDOMINIO VALENTE,ATIVA,,,01/11/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CARDEAL ARCOVERDE,440,,PINHEIROS,05408000,SAO PAULO,SP,(11) 31493130,,,,
58.339.290/0001-82,APE JARDIM SUL,-,ATIVA,,,26/11/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JOSE DA SILVA RIBEIRO,814,,VILA ANDRADE,05726130,SAO PAULO,SP,(11) 31915000,,,,
58.339.010/0001-36,CONDOMINIO HART SANTANA,HART SANTANA,ATIVA,,,19/11/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA RAUL DIAS,104,,PARQUE MANDAQUI,02421030,SAO PAULO,SP,(11) 46896855,,,,
58.332.889/0001-94,CONDOMINIO VENEZIA,VENEZIA,ATIVA,,,30/08/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA COMENDADOR ELIAS ZARZUR,2029,,SANTO AMARO,04736003,SAO PAULO,SP,(11) 43680841,(11) 43683215,,,
58.321.650/0003-80,EDIFICIO HYPE VILA MARIANA,HYPE VILA MARIANA NR,ATIVA,,,28/10/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA GASPAR LOURENCO,234,238 240 E 242,VILA MARIANA,04107001,SAO PAULO,SP,(11) 27977600,,,,
58.321.650/0002-08,EDIFICIO HYPE VILA MARIANA,HYPE VILA MARIANA RESIDENCIAL,ATIVA,,,28/10/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA GASPAR LOURENCO,234,,VILA MARIANA,04107001,SAO PAULO,SP,(11) 27977600,,,,
58.321.650/0001-19,EDIFICIO HYPE VILA MARIANA,-,ATIVA,,,28/10/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA GASPAR LOURENCO,234,238 240 E 242,VILA MARIANA,04107001,SAO PAULO,SP,(11) 27977600,,,,
58.303.560/0001-03,CONDOMINIO RESIDENCIAL PAES II,CONDOMINIO RESIDENCIAL PAES II,ATIVA,,,23/10/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA GILDA,359,,VILA ESPERANCA,03650000,SAO PAULO,SP,(11) 966009315,,,,
58.301.390/0001-10,RESIDENCIAL APE 458,APE 458,ATIVA,,,07/03/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ALMIRANTE NORONHA,458,,JARDIM SAO PAULO(ZONA NORTE),02043060,SAO PAULO,SP,(11) 29827100,(11) 29827109,,,
58.283.205/0001-01,RESIDENCIAL QUINTA DA VIDEIRA,RESIDENCIAL QUINTA DA VIDEIRA,ATIVA,,,19/11/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA GOMES,494,,VILA IVONE,03275010,SAO PAULO,SP,(11) 26389571,,,,
58.280.810/0001-29,CONJUNTO HABITACIONAL SP - BRASILANDIA B - QUADRA M - LOTE 3,CONDOMINIO ENCANTO DO VALE,ATIVA,,,27/01/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA VALE DO RIO DOCE,31A,,VILA BRASILANDIA,02820080,SAO PAULO,SP,(11) 996746700,,,,
58.280.094/0001-80,CONDOMINIO RESIDENCIAL MONACO,CONDOMINIO RESIDENCIAL MONACO,ATIVA,,,12/08/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA LEONOR MONTEIRO DA SILVA,311,,QUINTA DA PAINEIRA,03151050,SAO PAULO,SP,(11) 976855867,,,,
58.278.079/0001-05,CONDOMINIO RESIDENCIAL REALE,-,ATIVA,,,23/02/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA MANUEL OLIVEIRA BUENO,47,,VILA BEATRIZ,03643010,SAO PAULO,SP,(11) 982687437,,,,
58.268.581/0001-27,VIVAZ ESTACAO VILA PRUDENTE 2,CONDOMINIO VIVAZ ESTACAO VILA PRUDENTE 2,ATIVA,,,16/10/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA TOME PONTES,67,,PARQUE DA VILA PRUDENTE,03134050,SAO PAULO,SP,(11) 31712299,(11) 32847600,,,
58.267.193/0001-21,CONJUNTO HABITACIONAL SP - BRASILANDIA B - QUADRA H LOTE 7,CONDOMINIO RESIDENCIAL LAGUNA,ATIVA,,,06/02/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ILHA DA JUVENTUDE,877,893                       915,VILA BRASILANDIA,02820000,SAO PAULO,SP,(11) 31073226,,,,
58.262.830/0001-77,CONDOMINIO RESIDENCIAL ATENAS,CONDOMINIO RESIDENCIAL ATENAS,ATIVA,,,31/08/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JARAUARA,671,,VILA RE,03665000,SAO PAULO,SP,(11) 982897236,,,,
58.259.081/0001-29,CONDOMINIO RESIDENCIAL FLORENCA,-,ATIVA,,,22/11/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA MAJOR ARI GOMES,90,,VILA MAZZEI,02309050,SAO PAULO,SP,(11) 29417427,,,,
58.254.609/0001-77,VIBE CAMPO BELO,-,ATIVA,,,17/09/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JOSE BATISTA PEREIRA,51,,CAMPO BELO,04619010,SAO PAULO,SP,(11) 31701999,,,,
58.253.240/0001-88,CONDOMINIO ARBOREA ITAIM,-,ATIVA,,,06/12/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA CIDADE JARDIM,993,,ITAIM BIBI,01453000,SAO PAULO,SP,(11) 38132411,,,,
58.246.845/0001-41,CONDOMINIO KZ NEXT FREGUESIA,-,ATIVA,,,28/10/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA ELISIO TEIXEIRA LEITE,1585,,VILA BRASILANDIA,02801000,SAO PAULO,SP,(11) 31915000,,,,
58.223.018/0001-32,RESIDENCIAL GARDEN,CONDOMINIO RESIDENCIAL GARDEN ITAQUERA,ATIVA,,,21/10/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA BALTAZAR NUNES,467,,VILA CARMOSINA,08290220,SAO PAULO,SP,(11) 25568093,,,,
58.215.291/0001-15,PIVO MATCH PAMPLONA,-,ATIVA,,,12/11/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA PAMPLONA,936,,JARDIM PAULISTA,01405001,SAO PAULO,SP,(11) 31463900,,,,
58.210.712/0001-15,CONDOMINIO CONJUNTO HABITACIONAL SP - BRASILANDIA B - QUADRA G LOTE 2,CONDOMINIO NOVA ESPERANCA,ATIVA,,,15/12/2022,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DA SINCERIDADE,128,,JARDIM PAULISTANO (ZONA NORTE),02813115,SAO PAULO,SP,(11) 962756655,,,,
58.208.948/0001-17,RESIDENCIAL ARUAQUE,RESIDENCIAL ARUAQUE,ATIVA,,,24/05/2022,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ARUAQUE,63,,VILA ISOLINA MAZZEI,02082020,SAO PAULO,SP,(11) 31817396,,,,
58.208.916/0001-11,CONDOMINIO RESIDENCIAL OKINAWA,RESIDENCIAL OKINAWA,ATIVA,,,28/10/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA BEBERIBE,14,,VILA NOVA MANCHESTER,03443050,SAO PAULO,SP,(11) 22957721,,,,
58.190.294/0001-41,RESIDENCIAL ANACLETO,RESIDENCIAL ANACLETO,ATIVA,,,15/07/2022,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ANACLETO,65,,VILA ISOLINA MAZZEI,02083020,SAO PAULO,SP,(11) 31817396,,,,
58.178.436/0001-55,CONDOMINIO EDIFICIO SUISEN,-,ATIVA,,,20/07/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DA GLORIA,495,,LIBERDADE,01510001,SAO PAULO,SP,(11) 32778545,,,,
58.175.657/0001-70,SPIN MOOD,-,ATIVA,,,16/09/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA HEITOR PENTEADO,2122,,SUMAREZINHO,05438300,SAO PAULO,SP,(11) 31915000,,,,
58.155.148/0001-85,RESIDENCIAL VILLAGIO PROF.JOSE DE SOUZA,-,ATIVA,,,30/08/2022,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA PROFESSOR JOSE DE SOUSA,500,,PARQUE BOTURUSSU,03801010,SAO PAULO,SP,(11) 998027282,,,,
58.152.740/0003-95,HOME RESORT PENHA,SETOR COMERCIAL HOME RESORT PENHA MALL LOJA E ESTACIONA,ATIVA,,,09/10/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA FREI MONT'ALVERNE,259,,VILA ARICANDUVA,03505030,SAO PAULO,SP,(11) 31712299,(11) 32847600,,,
58.152.740/0002-04,HOME RESORT PENHA,SETOR NAO RESIDENCIAL TORRE SMART TORRE 2,ATIVA,,,09/10/2024,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA FREI MONT'ALVERNE,293,,VILA ARICANDUVA,03505030,SAO PAULO,SP,(11) 31712299,(11) 32847600,,,
58.152.740/0001-23,HOME RESORT PENHA,COND HOME RESORT PENHA RESIDENCIAL,ATIVA,,,09/10/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOUTOR SUZANO BRANDAO,1088,1050,VILA ARICANDUVA,03502000,SAO PAULO,SP,(11) 31712299,(11) 32847600,,,
